
11568,46243,831274,3282,3151296,692998,6572356,1674888,6828,0,71076,102821,949473,1361960,2015031,2247643,6584325,715774,10691414,4671419,13,40,33,47,1,191,25,85,60,0,1
1630444,1641,25970,24922,416998,1641,18512,33570,564474,365639,1819566,0,90686,151576,800784,0,148511,96180,694465,429802,59,9,19,50,142,17,39,37,36,31,1
123139,1641,37385,26354,76015,1641,98374,6586,8626,685676,187326,0,101636,154944,270393,131584,96821,69156,203108,1199444,20,15,25,46,66,22,34,34,57,203,1
3065906,1735448,803322,725923,0,0,136848,52853,141377,444607,3191335,2121955,1124305,723898,0,0,331305,179834,269815,572989,68,134,127,14,0,1,62,70,46,54,1
2467947,2867614,24137,863481,691121,74421,10423,1988452,37648,1641,2661117,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,57,26,63,61,64,25,21,30,12,24,1
73551,147207,565112,6490,163181,0,1641,23966,407774,1641,203750,211458,693334,4817,293300,0,0,88281,473442,131352,43,19,49,14,37,0,13,27,10,25,1
6752,1641,0,274577,19395,1641,561614,1024099,1641,1062032,6720,0,0,340149,83662,65964,625641,1087846,65924,1125795,1,13,0,14,24,17,39,19,17,40,1
43591,1641,944224,244339,64233,5104,1641,2341859,5254,425672,107802,65916,942103,310151,128340,69427,0,2406599,69497,488106,21,24,14,23,21,19,17,10,23,38,1
193232,162965,1641,1341996,37250,8753,61985,71970,109407,1641,259100,227216,1405567,0,103126,72828,126276,136253,173586,0,23,20,18,14,23,21,22,23,24,16,1
5225,67293,195643,1641,4018,144425,12385,1994800,1641,447722,71101,131552,259862,0,68333,208572,76436,2059740,0,511813,21,16,24,17,25,22,25,12,17,21,1
2217,13804,24250,247303,1641,1641,8090,31370,0,67293,68165,78007,88477,311466,65956,0,72397,95389,65908,131552,25,22,19,21,17,27,22,25,27,24,1
25815,123476,33237,121756,1641,2100864,2491969,14395,3128,12903,90106,187759,97448,185959,2100152,2554732,0,80135,65988,77122,22,25,22,23,22,1,13,23,22,24,1
12107,81567,1641,0,4201728,3448182,27106,206945,6100,1641,76350,145802,65964,7646166,0,0,91421,271064,70335,67421,22,23,17,7,1,10,22,21,22,24,1
3162,19667,9704,490739,3544,232712,6517,1641,23699,162408,0,83958,74019,556367,67787,296883,70808,87830,0,292295,18,22,24,19,23,21,24,25,18,39,1
73026,1641,1028209,22886,1784863,1641,587863,0,0,4201728,137093,65772,1026056,88626,1848098,65772,585934,6659078,787440,0,22,21,14,25,12,17,22,10,0,1,1
3184275,5230,939196,170905,295525,314138,0,228699,167809,33284,0,70786,1002847,528664,0,378109,65772,547521,231844,99024,17,22,18,19,16,22,17,140,22,25,1
94618,12856,35523,23167,1641,0,4391314,1641,25832,96422,158685,76771,99622,87266,0,4466622,0,65772,24159,160489,21,22,21,24,17,7,1,24,15,24,1
0,1641,1728,1641,2474199,721519,3882144,1191115,1059979,69121,0,0,1696,1491170,856924,2789751,1720534,1183911,1054480,59115,5,12,11,22,26,99,67,109,75,152,1
230045,567933,564507,932442,197628,1315413,887218,756124,1137152,336961,224962,559344,626557,859746,192545,1372124,812913,750753,1186504,273649,75,125,51,110,67,123,127,85,91,99,1
1985365,218923,0,7567500,4264423,76810,61207,302299,1976383,255657,1981091,1983939,8514965,0,1536144,68477,51233,290524,1973750,250542,53,97,0,1,63,125,141,177,21,74,1
130878,3434885,134023,598497,1083056,385843,289813,154993,4555416,0,3399998,154063,129004,589908,1074211,380696,288012,4699804,874220,6703865,80,75,77,125,126,75,35,90,25,0,1
2301633,185757,567400,1159653,1200986,1641,2550020,223768,2281165,0,1593656,184109,568302,1166684,1204472,1038272,1528119,2446942,80725,5763386,26,97,48,125,42,32,120,50,91,6,1
5803069,364490,1641,1238088,2670936,452594,2712305,6187434,32137,0,44401,376755,6108,1996250,1940768,469411,2742424,6190965,39012,0,48,68,30,72,84,62,120,25,24,0,1
706370,1387397,1373853,1018009,595071,0,0,7057316,3387917,1407173,887086,1117132,1337674,1017498,601773,9161200,879570,0,416583,1421673,221,114,165,74,148,0,0,1,195,122,1
999608,1435174,0,0,5559,1776,145643,971583,2022956,576003,1125592,1359073,0,1460,8486,1744,159903,1009468,2060838,601248,168,143,0,0,24,1,72,168,146,76,1
830379,2466355,0,543033,4838589,161781,1775577,551654,10608,0,3073598,248105,1460,2839943,2566987,173859,1800917,546379,8773,0,87,65,0,54,44,52,101,88,59,6,1
1219503,3437181,493426,1542356,4364912,2157454,94851,1641,507613,420347,1198880,3437369,6926187,1628385,0,2724,94787,2876,510267,430973,98,15,62,1,0,23,10,14,48,136,1
3383340,2171292,2101558,1507670,671485,29203,44212,809083,1240612,0,0,411500,1758194,1578405,793557,59608,78571,2116341,3273099,2492180,0,24,92,136,184,66,30,192,72,0,1
2602960,592248,1641,4428,361110,585928,864821,0,3412492,1674943,635520,0,26500,29223,436831,635434,936447,4449267,0,660998,1,9,14,25,82,40,146,0,1,57,1
1033277,273167,1377223,53155,951823,2237586,532679,0,3019060,5374445,1293545,231699,1397570,97258,1059990,2416841,3105014,5959828,0,288500,168,113,24,30,121,212,128,0,1,23,1
1211799,855288,0,5603876,1770654,82869,188411,2019135,423658,3707591,997893,1057696,7305096,0,180424,95504,361247,2088925,4113721,90680,60,182,0,1,147,36,186,96,146,98,1
5744036,11604344,2759898,2041017,1442932,5833821,3158686,2079973,0,3447,467616,0,1821702,5468831,3035360,0,3258419,2153653,1460,27718,1,0,216,72,1,13,82,92,0,24,1
1641,913983,35423,9396,8384,1505747,0,8237331,323988,29541,8660,941394,68996,9364,1337678,209929,6346076,1920630,372925,97249,21,110,82,13,35,45,5,24,72,90,1
27386,1714491,0,0,2015108,5599112,3297663,49702,107403,2434586,1308876,465206,2906636,6562000,1018107,0,457019,103999,182087,2386604,48,18,6,0,1,0,33,65,96,42,1
331672,809997,913159,3102890,630787,1641,71201,0,1641,33627,353619,922540,3421545,1251815,135777,0,96917,0,25748,33595,24,120,72,73,28,10,10,10,8,15,1
191045,0,34966,0,1641,17878,1641,511992,1641,65341,256873,0,99241,0,65788,17846,65876,511736,65900,65309,12,12,13,12,13,12,13,11,14,11,1
1641,304514,1641,335659,1641,713873,1641,34929,1641,27131,60340,304354,133679,262480,60860,713521,0,95909,0,88279,12,11,13,11,13,10,8,17,7,15,1
1641,14088,1641,33629,1641,13703,1641,10673,1641,1911062,65724,14056,0,99529,0,79627,65988,10641,65884,1910102,8,17,8,16,9,17,9,16,8,8,1
63650,1641,8043,1641,20762,1641,31413,1641,50606,1641,0,65724,8011,0,86662,65964,31381,65988,50574,140177,11,8,17,8,17,8,18,8,18,13,1
1050862,30500,540272,1280780,370840,300857,0,788198,262814,653799,1075535,324364,556251,1182974,6488,266660,147744,131240,98332,1088523,67,24,15,12,3,0,5,7,13,12,1
48312,310430,1110228,1194864,2980,389408,131948,56092,264580,1149548,48231,310238,2231317,79793,5335,548501,27562,78556,505343,1527374,36,58,58,32,61,51,53,55,62,67,1
6468,1350225,2048736,132748,0,36024,881032,1814576,262608,1320782,13175,2205528,160489,273556,1460,1181723,2077912,0,0,987988,25,70,72,26,1,16,11,8,23,44,1
1186868,468132,996680,0,12716,497172,1484610,1837138,1379100,994000,989300,472574,1258775,266660,12584,502382,1089484,915828,1376900,598516,45,171,18,25,45,122,26,51,82,54,1
1482288,165750,2264770,4699963,3779281,165688,2360555,262814,0,0,165049,424051,2036669,3635453,2466400,1090078,2115024,276865,22372,69320,6,86,243,410,284,267,66,69,4,60,1
0,4710760,2276953,3149054,834206,1209168,2925455,1577656,675980,1704541,4108,4929251,1799240,2040208,1686298,1536837,1405625,1185857,873637,455252,65,234,92,88,68,45,54,102,29,49,1
788480,2484514,642296,0,263108,86392,156188,10500,0,70664,283788,1902243,1213281,1460,64160,86311,156064,10466,1700,337166,25,75,225,0,6,0,52,26,39,69,1
106736,1863809,0,266789,2903944,5441179,1274256,459361,4201080,290848,372838,1599768,0,529140,1863855,2025209,1280550,984522,2900690,541384,17,48,2,20,16,212,84,120,187,33,1
0,753126,6730992,4784820,2583210,2657748,1063364,3964176,5591609,0,0,2161235,4269752,3493872,2866388,1598546,1932101,733846,5071875,0,0,217,185,309,324,273,357,101,119,0,1
1406830,2147798,947644,834932,1576022,967270,3362077,2325962,5001675,1974041,0,921924,421735,1565461,65620,1038553,1984392,1542909,2645853,759617,14,89,54,27,28,14,177,404,127,180,1
1987452,3397384,1122521,419849,13260,1315432,88572,1313745,1076868,297266,2013699,2215277,1132755,0,1128757,199094,93532,1307481,314935,296137,417,587,47,33,73,3,130,135,254,163,1
1107352,3107101,5091,2273618,678628,175848,2205294,1491332,1116560,0,1752693,1655918,1632,1815813,349945,179532,2203147,2348211,267013,0,97,121,18,116,116,123,287,144,5,0,1
1905632,6041376,2036267,1683890,0,1778172,1138120,0,911008,999014,2299890,4610274,1241692,1169536,0,1249824,87473,1460,1223483,743920,179,239,255,93,38,24,53,1,162,76,1
0,718940,107716,1438708,245076,2132416,3359520,84680,1621840,0,0,718418,344653,1200865,244726,2610994,2089917,84432,1629321,0,1,52,57,159,109,183,99,80,75,0,1
31780,737970,0,193836,999372,4045159,2108024,29588,0,275658,52197,735820,0,198969,1004008,2723472,2117855,32729,0,18656,77,129,0,94,151,218,406,47,0,43,1
4473099,1318948,1809820,834656,105464,1462064,858564,855726,2125297,1427970,3686499,1317393,1618514,834362,131764,1661340,596463,87448,1294544,1302207,346,398,48,189,109,50,58,131,177,273,1
1024944,84336,515812,0,537024,178336,404596,98744,1820640,1014356,1023903,346341,253358,0,539677,178187,404274,107368,1999533,879092,311,116,49,2,140,42,84,11,325,222,1
0,105312,5335530,1763750,4391678,2632378,4667521,69496,912308,4417618,0,251155,4695088,1754009,4600794,1349507,3846976,594378,1504942,1998374,0,45,255,171,248,368,274,39,36,68,1
3343790,821264,1261962,0,2403317,191680,5100350,3563606,3104719,0,2101608,340035,1814819,0,24021,454090,4615940,1895354,266600,0,52,61,18,0,43,43,67,39,67,0,1
1968520,3893479,3861970,2570433,381852,1693190,0,1221664,1345428,1084664,2495972,1785553,3071707,2600804,1167470,903322,0,433262,1344621,1083706,284,187,235,135,122,41,12,45,133,119,1
1648536,6357349,1171984,2052604,1463678,1455188,4301592,1977201,2117714,1228624,2743879,3573946,1827102,1396536,1461888,1454504,3510881,1980403,1407641,1409739,159,287,147,68,151,95,173,83,121,140,1
1712394,0,1454004,41116,640964,3178399,997744,2627824,572476,4209400,0,1460,1455764,137536,636461,2393004,1534637,1300703,1722377,2268415,35,1,61,45,117,95,74,122,100,95,1
807974,6091351,2067386,325620,138592,1089980,510212,3026117,3110484,566988,482281,4524276,2095502,294815,138440,1154832,973287,2519521,2294272,566954,159,88,147,94,38,64,50,14,33,104,1
403124,2260656,6511078,5421996,1248804,0,0,876600,111420,961916,402593,3941976,3251798,3855930,989344,0,0,352947,505035,309414,109,144,174,93,118,0,0,63,10,34,1
3691314,296068,0,378048,2308,170648,839516,2033936,1926768,3662379,2208524,295472,141460,236312,2275,170422,838526,2830988,2043778,1252025,133,43,0,33,52,54,90,144,146,95,1
264492,1955624,2435098,2233012,1846220,4750999,149692,0,914604,2576106,264242,1952176,1649186,3024391,792307,2643016,149581,196860,1377636,1134430,95,181,180,172,150,69,16,58,46,72,1
1914264,1570338,2152734,4429090,1308132,3290533,0,2096452,1668685,3058563,1128220,1348585,1338201,3700710,1516495,1703758,0,2170062,1342248,1746548,81,66,82,113,191,118,2,64,152,109,1
1861188,1222196,121176,97080,523356,124032,0,142120,0,72076,1864244,1217451,120933,97010,522947,123881,0,404358,0,1130237,62,198,74,41,13,102,1,55,0,79,1
2634290,634084,783528,317464,0,0,43788,2462737,109964,678488,2631823,632177,924144,182481,0,262480,333874,1145876,84424,1465695,125,87,25,111,5,0,75,69,30,139,1
3701468,3272504,0,235986,2072447,570386,3274256,1384914,341724,0,2347621,1435382,0,232163,1291112,991955,2359746,1274614,191122,0,26,70,1,20,28,58,145,81,42,10,1
0,997912,0,66424,291572,1116456,2457600,2488717,1208096,2273650,131240,78232,0,328827,947604,730180,1142062,2552771,1666713,1819236,19,47,0,26,19,8,91,279,141,84,1
0,0,74728,1372572,56876,1050186,1251558,96072,5636,5208254,0,0,74648,1633806,323415,526429,462676,602138,1287184,1450704,0,0,50,51,31,4,94,51,18,83,1
6113183,1091244,410852,2083839,1872623,2701398,2641006,1545576,0,0,3228021,1094382,410529,2875202,569625,1903570,1602383,1544333,0,1460,71,171,144,90,110,142,141,143,0,0,1
174000,294652,2109288,2491929,360460,1664592,559492,41540,1383896,286540,173851,821382,1063726,1596864,1323696,544025,558758,37376,1387359,548757,23,80,30,95,99,75,34,38,28,102,1
5046611,1987172,1646628,0,2481640,3365236,355928,2186060,1417060,112824,4447891,2058047,1119832,0,1912589,2295959,153866,1666023,1153771,309450,158,109,8,1,82,63,89,61,64,142,1
0,1362948,4653241,3497707,3176711,1805948,1656954,1030620,0,2016466,0,2349511,2640598,1910390,2286013,1661336,1328905,839394,250192,210513,0,160,111,62,46,127,51,55,40,52,1
6884774,1069184,1855916,1487068,1973389,4493231,1154084,1427021,390640,133484,3943732,1616522,1304253,1651956,1556827,3178656,1160028,641875,390369,134933,116,122,122,200,94,229,76,189,12,62,1
3297622,474148,581816,1463092,0,26532,0,1238252,2046506,895448,1720446,589082,1585746,353355,0,22651,0,1304618,1979067,1156552,97,103,78,54,1,2,39,117,175,207,1
0,20436,2930205,2536434,2929291,1501536,1400792,792854,1269220,135180,0,303219,1975945,2414794,2699967,939875,1399897,791928,1268381,397560,0,39,216,175,192,163,165,107,145,56,1
3419814,2314200,2695974,1928002,5971827,1745472,993764,2522072,705940,0,2635107,2312470,2759792,2372816,3797363,1744138,993355,2909388,315410,0,118,211,151,263,301,57,46,215,12,4,1
0,307752,184404,4734632,3274561,2014600,1298828,1322946,1847524,415698,0,307544,446690,3686383,2812755,900610,1897559,715415,1501513,291019,2,88,56,170,239,92,172,73,79,52,1
2998045,198691,3780743,40056,3296488,608832,2467930,566868,3684820,0,1013491,291901,1420794,39971,3359808,805117,1421126,1095644,1589022,0,90,49,86,69,168,38,110,132,62,1,1
4341979,2831868,5749180,1327833,881616,1885832,390568,1700530,0,0,4245916,2837863,4237555,465406,1672592,304225,921786,378209,0,0,182,76,156,76,115,130,65,67,0,0,1
0,0,2857048,5392276,221392,2556728,2847911,2465710,3074392,4732040,0,0,4589430,2083437,417944,1842334,1795429,2992550,2290950,3997249,0,0,267,204,136,74,245,312,154,115,1
3459071,460910,780736,1696232,3010260,2542490,2402196,264676,354996,3829179,2086914,459498,780165,2156782,2586887,3150736,1754811,260486,617247,1990746,90,136,107,146,251,132,26,132,157,141,1
0,1559496,1603343,0,262608,919244,931131,1053479,529428,1583490,1453169,313338,40172,38886,909113,573472,357805,186816,839282,1492898,29,15,18,38,21,26,24,28,26,19,1
0,3162404,6611,1845558,2751413,2689124,621267,2374229,3960256,530311,660336,1306931,652588,1014322,866088,1601913,1069863,2134992,13436,1596131,44,34,47,30,29,27,37,26,41,36,1
4492969,1313492,6598426,9239780,3152044,4189908,788198,263052,1077909,0,1593736,56896,5157224,2918952,1588452,2910678,263940,768,8364,4852,34,36,110,129,46,56,0,0,155,110,1
1013859,0,24540,90877,21331,3440969,1959474,105384,1615383,70697,1013310,0,24055,90122,1202506,2261762,1953709,103580,1613099,70821,11,0,10,39,15,74,42,64,20,35,1
1138796,3547276,119954,88170,1419138,118611,0,2100981,13655616,10313825,1530838,3151795,119272,488474,1024409,903048,9774540,8533440,6523424,440057,25,9,28,34,66,45,0,2,0,64,1
898280,1745374,674581,135009,3140295,1555454,6523,1050432,9320751,585812,1221666,1410120,673322,397244,2872956,1557146,2500055,6955720,1441366,64735,34,93,41,25,137,70,2,1,21,8,1
4498943,4157928,650245,1100256,2251050,607498,827565,105525,5736768,1272369,2331428,2447438,649412,1097157,2253554,597225,825934,2990157,2847324,1794041,47,66,42,90,47,102,55,48,47,137,1
8403456,1380134,3977510,2354488,1467996,1265543,1767964,1599012,3031698,4910179,8784676,1911530,2531816,2351039,1473752,1262566,2750491,618082,3023679,4906538,0,56,41,126,86,89,94,8,122,33,1
1070133,1355918,1471447,0,5980372,577553,8535623,4437973,1412316,142858,1070892,1351510,2320580,787440,4907432,5912905,5383848,1680372,1407589,273807,81,102,85,0,12,25,12,58,104,12,1
0,6185983,498165,702481,1496624,49966,21945,4805377,1111498,358925,3740424,2310136,492863,961465,1232580,47248,18170,5561773,357312,879634,0,30,101,146,70,32,29,68,38,55,1
1194396,965655,11201,0,6606701,5183470,3042313,448240,596125,4057832,671976,957625,273611,3412240,2927172,5209741,3038940,444975,1381301,3317758,65,46,11,0,60,117,71,57,40,96,1
8214,9162004,568850,239576,3868428,752870,5807992,3877484,2615421,4372764,7090966,2070576,568398,2798771,1307346,754987,5800934,4215540,5163187,1487515,2,19,84,24,8,53,32,47,52,8,1
1087105,3753429,656875,747824,4606311,36342,1049707,2162299,2267760,8992178,3179246,1650318,654768,748889,4598828,35380,2034836,1177991,6658937,4591091,73,41,100,111,46,29,50,95,13,12,1
3183408,17591,148274,536496,2098085,1979724,3248225,4014496,0,2100864,3180981,17106,145973,536325,2092695,2239659,3836481,4405288,10236720,2887280,91,10,61,65,69,66,74,40,0,1,1
0,3151530,17658976,5311824,5158697,560158,3088166,1054644,1074125,805203,4855880,7350112,1615910,17111,5156316,2392131,1247472,2031679,96206,803310,0,3,0,20,37,99,69,8,18,66,1
5780,13369818,3409538,4056427,1519417,5730521,1012615,4388544,3128638,1527644,9578100,3784592,3405830,4053725,2435242,5413041,1980317,3533297,2863857,1064578,3,23,49,61,69,52,40,10,33,99,1
1026917,212556,171996,670938,536690,1233816,5141704,1119124,2890001,805813,1021771,210837,190326,650420,529362,1231563,5335923,937017,2865352,933523,68,21,52,94,88,117,34,107,71,160,1
2992143,4131008,319072,1067841,2631618,2542440,503917,7737,6451878,1265334,2854318,4260502,186036,1454139,3798804,981827,498721,3944909,2510462,1268198,56,21,78,88,22,61,84,2,82,152,1
3155508,907817,1755082,780950,2817379,5160763,33871,6361898,1373795,516272,3782587,474862,1819805,1567296,2046336,4894520,3707609,2683014,1500531,384445,4,44,10,63,74,64,22,63,118,18,1
4187910,1325523,4059001,3209361,260636,4487026,4201728,3889615,8651720,1006811,4186028,2504892,2875014,3204332,3719192,2265396,6492736,3626691,5368275,1005329,55,65,84,127,73,21,0,41,49,80,1
45655,1208199,4394448,14101687,4386486,4318730,1436094,393963,1778,21891,174988,10985019,8571647,1909783,2893809,3920475,1433509,391725,0,21364,32,11,0,10,36,66,32,43,1,50,1
742524,9582368,4292360,1457185,2124739,713056,2945674,2057584,962807,3671943,3891324,9396556,1321972,1456032,2141581,711390,4852133,139038,959995,6819258,40,0,20,75,56,14,84,93,85,37,1
0,1050432,15516820,2312603,1821130,1862086,192811,4303885,651446,2495367,3674720,7874400,1860266,2441585,3128245,421664,185034,4304529,1758627,1375946,0,1,8,87,32,103,46,11,90,59,1
3190160,3748190,2758572,1188726,317759,0,6435803,18104298,4553480,2122258,3187829,4069141,2427940,1188346,6349791,9843000,8610424,1743178,2849298,2118276,91,113,9,36,53,0,3,20,8,65,1
1788401,3079740,694402,1288957,413123,2721887,1918722,450344,5919497,1681700,4304681,551630,714050,1267519,433398,2707455,1906806,5502812,863388,1679368,59,74,24,28,14,40,63,34,28,70,1
217680,385845,1407245,2618514,3859564,1248591,2109539,1445162,407320,0,321931,773802,1013000,3332099,3136816,1244194,2103324,1440544,537612,262564,42,68,62,35,33,81,92,77,44,0,1
1730453,5033928,7604069,63018,3151296,741092,263151,1704380,174769,6054743,5730911,7873187,361426,1373224,2448113,130030,1311573,646685,3893462,4428327,44,0,54,36,0,44,43,145,14,106,1
0,1050432,5653660,8071232,3257098,7737998,367629,188466,2945613,1401746,3152600,3149760,4601412,2309636,5535001,4912446,366461,187952,2943262,1790501,0,1,0,35,22,29,35,21,42,123,1
3967029,2338917,504165,789380,3246748,4193170,2857989,1326612,0,12482566,4227518,1685652,630299,657793,3245532,4191162,3874444,5030456,6037040,1858831,10,60,42,0,20,43,91,55,0,13,1
597539,1374113,4015347,557029,1281771,2032548,1387005,103769,9815080,1264604,449698,1636202,3880511,425258,1285234,2021872,1386734,4893739,5020007,1262123,77,30,50,55,20,137,84,13,8,80,1
1422792,3479159,5157581,1119433,1634411,2474694,8688,6290173,415057,964507,1425883,7828862,797816,1116059,1629886,2465593,4339580,1955666,411237,5227049,76,2,45,127,99,133,3,55,76,67,1
1857816,3577869,4782504,3813736,1026888,57422,0,6469863,1061004,776773,1859668,7114632,3205662,1841523,1023607,1959888,393720,4169279,1056641,906038,56,64,12,49,101,24,0,45,76,66,1
2097864,2794837,932169,2262137,4478952,1048176,1668765,2557016,2034023,3814620,2094666,2659114,930791,2309048,4426053,1045751,1662901,2812126,1776876,3823531,64,84,78,85,63,69,151,29,42,76,1
464802,1039771,6952292,552299,2900437,1408483,1275178,1694215,222466,144350,461691,3006450,5222412,307338,2897127,1404040,1273732,1692944,222299,1193737,92,34,0,63,80,163,90,66,20,22,1
7772,958907,776826,697245,657782,4576608,3210792,3660882,105720,389288,397284,694655,644081,695276,658845,4420043,3207087,3693918,68955,388995,2,23,31,58,75,70,76,93,2,28,1
1025724,79192,3605160,3453901,1547198,351715,0,2100864,0,3151413,1024324,2863764,815599,3452391,1541147,6645902,7283820,918680,7480680,8530600,30,12,59,34,123,47,0,1,0,5,1
589393,4212,1124861,870306,174550,631551,2139941,2697151,6987,0,583687,17557,1122625,869748,303819,958127,3713733,661107,1581839,2887280,69,6,45,47,84,21,11,38,2,0,1
5265300,5527908,3181844,1153553,1803689,756532,554446,126072,400573,744361,0,0,284172,1150854,2196078,513060,406328,118483,401627,932844,0,0,22,47,22,23,62,58,59,100,1
193322,5820,4537363,614099,1002650,522147,0,0,515377,1311520,188684,3351220,1188391,611492,1006011,846125,65620,1460,708638,718200,20,3,30,64,54,24,0,0,43,56,1
113272,1503663,1072766,943126,68091,2513361,334026,4212,2427712,3196407,244142,1831037,1202850,353568,1572257,1006001,326815,4007420,1574880,47474,24,22,31,49,22,39,76,4,1,20,1
140584,20273,41913,149942,0,1050432,5213084,611871,85526,499237,140509,15602,41058,1725204,2493560,1181160,961746,610502,87844,494650,22,10,14,32,0,1,38,50,41,32,1
2134238,502671,140941,601661,17848,4024508,2534610,2173948,9990546,3097692,2133403,498184,153389,633050,21953,3970476,2530882,12126732,1865955,1453660,52,73,33,24,12,32,152,14,21,43,1
18568502,2277195,484414,1846548,540068,653995,411402,3202101,4424831,398425,2379379,560618,1664389,668780,536180,651119,411449,3193546,4422993,1662826,1,56,34,31,56,32,104,68,20,46,1
12141130,4726528,1068821,496880,1537036,234837,899295,854603,2654866,2377445,1385990,3350374,1063006,1414302,611422,825774,304763,853868,2648964,4729342,10,8,65,37,101,29,84,104,20,2,1
2903564,154263,16761,245951,2036783,4349996,3249853,1300434,244233,6970813,501876,150383,20458,240682,4555798,1828695,3240089,1299580,1816470,5391157,76,55,10,32,133,64,132,71,64,31,1
4124928,649689,2311291,3233208,46968,274380,5103720,282957,1534271,3228472,4119044,911971,2769437,2509775,46652,3292712,2361696,34090,1856088,3028781,57,48,10,8,10,12,0,20,13,11,1
494171,246531,0,6198215,318615,536859,6070468,940604,1840441,8345,492932,2345374,1574880,2568423,594707,2110016,4164511,943792,1835246,9391977,43,44,0,23,45,11,8,30,30,16,1
10259181,427189,2378342,439530,1504804,2122610,1095667,896262,0,8209240,823575,424951,2369588,438104,1499752,2125036,1094630,2594836,4593400,1905682,29,56,71,66,109,30,20,78,0,9,1
64008,35560,42672,8697,0,0,77970,10594737,127039,7112,7629898,4148469,5450028,0,0,62780,591696,2431845,10961782,16076791,68,32,131,31,0,1,67,88,108,102,1
3855449,1056135,379487,6217624,4177191,5404903,0,498477,282679,1133269,20540,102481,0,12324,319402,1095837,35099,2753340,733839,292402,152,1,11,88,68,31,61,80,76,100,1
610419,627937,367367,451688,0,1510718,0,991567,702136,741690,1151137,56110,86058,116223,58199,224966,1413460,1561740,0,0,3,5,2,6,3,8,2,6,0,5,1
1051444,1485420,1050432,258512,1445162,0,255929,0,1050432,20924,119372,3016259,1640500,2484108,1532618,388719,1952808,446283,754219,1414220,6,10,1,5,9,1,2,3,3,2,1
1491172,1214620,1744048,233936,1409895,1312686,1050432,1050432,0,1050432,1686529,2259894,170759,1753963,1635761,407168,262480,0,0,65620,8,6,9,4,5,3,1,1,0,2,1
2392596,6419684,12740,5580988,5239789,4157244,2359493,3742620,3734204,3886324,0,1144107,275321,538307,54651,58118,79294,142389,339646,242676,6,6,6,6,5,14,8,8,9,8,1
755056,2137872,2575982,2057080,3022020,3085701,3713683,0,3927526,4290303,176117,452926,2463476,219964,618840,665355,58328,0,2068,829469,6,9,9,2,3,8,3,0,2,7,1
2608623,1169908,3011979,205264,3866796,0,7201240,0,2295324,3330928,1781402,1179005,598603,691614,782330,47056,1443884,208690,197062,24616,11,6,6,4,4,2,6,6,7,1,1
0,5047300,5425348,2359376,2770244,2359376,1079336,1567812,3976799,2100864,0,734516,992305,2423159,614558,2407469,71424,355553,1280459,0,0,4,10,6,12,5,7,5,9,2,1
2335264,1071260,2359376,0,1254373,258512,1179532,141620,1686552,2249600,524634,18060,0,698238,1234843,1104608,1336567,211622,3188,76249,8,6,2,3,3,2,8,0,5,3,1
1887988,176592,2011084,788288,2304405,726616,2324630,3781451,2146338,1424317,84060,75203,71885,67626,68097,123020,45213,12426,5120,36423,4,3,5,3,3,1,3,5,1,3,1
6346410,4362757,1628399,2812696,1309036,1070325,5045768,4299143,3092370,894029,77968,81890,140408,38764,135380,226273,99269,105552,120794,225066,29,30,15,12,7,16,26,36,43,43,1
1427822,3679480,0,2389878,2750932,1176648,1279969,515027,1595302,2251247,166404,53343,75101,69284,159624,137872,39701,43487,77469,42661,9,64,18,15,5,7,1,2,3,5,1
3600428,3292046,2093948,2615468,5028267,4067941,3513252,1370564,97543,779544,104390,42878,43908,38524,5216,100249,61847,3293,0,2996,6,3,4,3,5,8,3,0,1,0,1
3099630,4081926,1948615,324134,2653729,89208,1388345,0,3278172,1553998,7268,0,5376,0,63804,4704,7980,144207,67408,141947,14,8,7,1,26,5,11,7,22,7,1
2634734,587194,1965412,1198038,2387317,3233620,1346699,1850908,1621359,2006364,48793,72305,44935,84351,205420,28948,170203,126744,98796,121847,18,5,18,6,6,22,12,11,3,10,1
377528,2825214,3066167,997184,2975693,2604400,2692551,952712,2806771,529428,228803,108427,14508,19488,108193,6480,45260,3408,83842,40841,7,5,6,5,6,13,5,6,9,8,1
2445705,1536590,3918073,3108566,2758945,3712110,3441743,3774021,2687958,4199479,80701,44784,120828,171915,205771,113781,72119,110082,100956,69796,6,4,16,6,18,8,7,4,12,6,1
573188,8162835,3692535,6291465,3066709,1082593,5719037,4425802,1814500,303800,2428,57108,66184,76252,177587,113659,41385,99036,39800,102617,20,11,13,16,6,2,13,10,7,3,1
685540,517024,2813471,3677819,3807623,3778837,2417073,2475184,2250061,3070475,4292,39372,75388,182004,42569,10184,11700,114020,0,0,8,8,5,13,10,4,4,2,3,5,1
2712069,2930484,809240,2694114,1955840,2083549,3914711,4146274,2954122,3252005,194700,180675,272348,124561,367932,199188,164984,110508,178181,74181,4,5,13,18,11,12,14,7,6,5,1
2905060,2928747,2496111,3406668,2101206,0,1204104,2686772,3524829,0,137583,71105,0,14835,138436,374826,993059,459534,280670,694169,7,5,3,6,5,10,24,15,17,22,1
