-0.188217,-0.187122,-0.186252,-0.194859,-0.192436,-0.208373,-0.192304,-0.206192,-0.207679,-0.208032,-0.126892,-0.213057,-0.208814,-0.197933,-0.197221,-0.207489,-0.215660,-0.220706,-0.212216,-0.187876,-0.210252,0.797648,-0.207421,-0.219795,2.597175,8.106472,7.461409,3.418879,1.837224,-0.205950,-0.216312,-0.212700,1.181116,0.316910,-0.187513,2.688675,1.072075,5.110826,9.070475,-0.207320,-0.198278,1.664472,4.585261,-0.189065,1.132292,1.331668,6.105589,2.577172,0.283371,1.437493,-0.174685,1.407330,2.886163,1.837600,-0.184888,-0.188317,-0.194259,1.550711,4.068845,2.385555,-0.294569,-0.289471,-0.288694,-0.285366,-0.287298,-0.287312,-0.284384,-0.296717,-0.298047,-0.290521,-0.182378,-0.257385,-0.231936,-0.242632,-0.268083,-0.216870,-0.227627,-0.241922,1.491399,5.798277,7.248102,10.031757,10.270832,4.642370,1.097831,0.953726,5.339544,6.868051,2.544566,3.262240,7.766150,3.039490,13.706645,6.585101,7.774931,2.881046,0.322207,1.106027,-0.290905,-0.274411,1.513402,10.392328,5.100481,9.985470,1.833267,1.162090,-0.287566,1.448224,3.367967,4.800236,2.197464,-0.082165,3.780900,1.917534,1.444135,-0.287812,2.835182,4.726657,0.849923,2.184134,-0.247612,-0.373087,-0.371183,-0.377517,-0.375286,-0.383999,-0.379214,-0.375412,-0.371678,-0.381481,2.293926,0.605559,1.599632,1.100399,0.171512,2.441385,2.024924,1.852503,0.622348,-0.230078,0.302314,0.382592,0.184645,0.122634,-0.286640,-0.204674,-0.194993,-0.273238,-0.193422,-0.115169,-0.278704,-0.389961,-0.368529,-0.060127,-0.386024,0.165753,0.033267,-0.111548,-0.187955,5.176470,3.036840,-0.305906,0.637305,-0.152071,-0.295155,-0.358048,1.455142,0.543684,0.417594,0.275048,1.010755,1.686116,0.317506,0.515411,-0.382247,-0.384441,-0.263871,0.650060,1.049665,0.907737,1,167
0.066527,0.459960,1.887724,2.136899,2.127028,-0.208373,0.828107,2.698240,4.028494,0.620873,2.105375,0.307691,-0.142483,5.117247,4.411449,3.051149,0.272782,0.314913,-0.212216,0.784673,-0.206654,-0.205396,0.755190,2.176631,4.003823,-0.211824,2.486768,-0.207627,1.522898,1.435768,3.672967,2.711298,-0.213364,1.415169,0.406710,0.448400,0.552711,1.940767,2.503352,3.486590,1.017076,1.402812,1.258572,0.722472,1.459463,1.113567,4.991223,2.195015,1.711213,0.330587,2.103813,0.241880,-0.138294,4.370933,1.517859,1.769647,0.594419,1.255134,-0.010029,4.029747,-0.122022,8.145896,3.349793,-0.267996,3.713956,1.957316,6.545073,1.055420,3.327314,3.799909,0.555212,0.441119,6.816039,0.207720,2.364914,0.756491,1.015790,1.889832,0.274182,-0.294548,-0.292083,-0.287949,0.190210,2.573311,1.341909,0.730086,2.103044,-0.297644,0.952061,1.626657,1.270273,0.268673,-0.292183,-0.268531,4.256906,2.783642,4.102039,-0.186205,2.945718,2.808237,1.114224,4.290024,0.075391,3.796942,6.115687,4.246321,5.889380,-0.285275,3.273696,2.390426,2.203303,0.518457,3.117113,5.005626,2.274376,3.234936,2.246052,1.239185,5.537605,3.291062,-0.374403,-0.232123,1.046195,1.710193,0.625944,-0.383999,0.260221,0.704857,-0.127380,-0.182352,-0.072743,-0.279950,-0.335788,-0.055686,0.598756,0.272508,-0.257204,-0.366790,-0.343218,0.061150,-0.062724,-0.383124,-0.206512,-0.142782,0.104799,-0.376378,-0.022060,-0.383573,-0.111252,0.647591,0.064694,0.190301,-0.384701,1.031083,0.313299,-0.336658,-0.145294,-0.284448,0.079805,0.375201,1.049453,0.296952,0.192171,0.955662,0.587341,-0.374199,-0.149411,-0.181827,0.623757,0.656950,1.087796,0.791825,-0.336685,-0.155955,1.604453,0.905553,0.807015,-0.232816,0.219384,0.336675,1,227
1.287060,3.770220,1.047624,2.348718,1.175323,0.878476,5.122977,0.807451,1.418786,2.989397,1.984479,0.443566,0.714832,1.397195,4.074124,1.067710,1.907430,0.182886,1.455705,-0.107049,3.089759,6.496339,4.418214,2.294880,0.170885,4.773982,1.779616,0.005922,0.783978,4.413137,3.541129,3.061139,4.539363,1.554623,4.214689,0.937530,2.432076,1.727777,1.457836,3.553559,4.216361,1.314704,1.435921,-0.187426,0.461349,1.818430,2.207879,2.887914,0.774919,4.863304,5.679868,2.157489,2.107378,5.146645,4.777167,1.888160,1.689452,1.802007,3.296506,1.690671,4.394786,4.193212,1.972048,3.632413,5.885755,6.771793,0.159084,1.543832,4.313639,3.301703,3.244177,1.572122,1.856491,2.318604,6.517437,1.303903,3.400101,0.832758,7.737926,4.906184,9.624054,4.060785,-0.171045,3.408534,2.160758,6.543368,2.324469,3.411359,6.305368,3.889023,3.073077,7.040978,3.401187,5.194393,4.861548,1.155592,4.141870,8.992621,13.717785,7.371128,5.574589,6.357533,4.394644,4.623264,3.762643,7.042859,5.451597,3.059475,7.550143,5.958441,3.438414,7.708060,10.888476,7.377585,4.033916,5.696478,6.282112,2.910159,6.320101,6.372377,0.354645,0.347397,0.085528,-0.019179,-0.200468,0.030839,0.538950,0.263621,0.834541,1.165593,0.193703,2.531928,0.985213,0.102682,-0.144964,2.020558,1.366000,0.322536,-0.262754,-0.359513,-0.110337,-0.171330,-0.112634,0.091408,1.545295,-0.157846,1.062700,-0.273238,-0.292026,-0.226404,0.669728,-0.067593,-0.093598,1.633692,0.947568,1.185802,2.240924,0.925848,-0.288365,-0.178166,-0.292033,-0.290042,-0.332451,-0.392882,-0.391427,-0.390349,-0.334552,-0.348090,-0.375339,-0.290168,-0.221908,-0.227979,-0.304773,-0.368827,-0.332579,-0.106848,-0.326865,-0.347263,-0.307525,-0.186798,1,287
1.659378,2.206377,0.949704,2.585210,1.500318,1.357302,1.314018,2.210980,4.423158,8.360350,9.975658,8.133830,4.730308,3.569578,1.436406,1.525627,1.058719,3.062392,6.961110,4.093670,2.442720,3.113439,2.864397,3.780362,8.878833,5.713425,5.305945,5.131635,5.145113,4.106427,3.077943,5.632945,3.747976,3.155074,1.790189,0.979833,2.304413,1.587300,1.166916,4.424052,1.883426,1.050859,-0.121292,1.893359,3.537275,1.407200,3.031585,0.828401,2.573240,1.579567,1.724543,1.559398,0.940713,0.317128,1.390038,3.297665,3.916194,0.911281,1.844280,1.824525,5.715353,2.249778,2.446419,6.225943,6.153376,5.712651,5.394580,5.240049,1.488970,-0.078471,0.179759,0.703044,4.427972,4.140616,10.079674,13.543354,14.401761,8.157678,2.841163,5.664086,9.120492,11.129164,8.456905,6.943261,0.737097,6.569630,5.524827,5.171365,3.911304,3.110797,8.098094,5.487579,1.454212,4.851677,2.444926,1.620148,3.861255,5.460093,6.595175,0.563949,3.355761,1.806065,0.741206,3.869656,6.509467,2.240771,4.539302,1.541408,4.900491,5.385686,0.761221,4.236143,0.588901,3.051579,7.709754,3.810144,1.687709,1.630913,3.569023,3.616979,-0.263461,-0.341762,-0.166450,-0.315198,-0.152790,-0.383999,-0.362819,-0.314551,-0.371678,-0.167035,-0.276496,-0.279950,-0.305067,0.498602,0.187336,-0.391103,-0.385775,-0.400416,-0.375404,-0.375692,-0.364276,-0.350540,-0.284744,-0.267683,-0.051777,-0.282721,-0.336483,-0.304762,-0.144120,-0.146950,-0.033420,-0.244895,0.148989,0.119027,0.427142,0.713839,0.568948,0.155660,-0.204690,0.033416,-0.043610,0.233493,0.223966,0.779067,0.073889,1.547681,0.868863,0.543684,0.433453,1.145786,0.394423,-0.180911,0.588756,0.351663,-0.349135,-0.351783,1.184975,0.780857,0.043747,0.622206,1,347
0.741846,3.046619,4.036096,2.566909,1.197378,1.799832,4.720136,4.631731,2.325617,1.732822,4.652197,2.036303,0.544880,3.946095,3.378679,1.611302,2.336607,1.255112,3.206399,2.851757,5.489258,2.750533,1.486892,2.592594,5.901713,1.722870,3.909415,1.504417,2.828771,5.097846,2.514190,1.332029,6.665079,2.011952,4.363839,1.975908,3.948768,0.336385,1.208090,1.523734,2.950195,5.202236,3.705967,4.454470,3.398743,2.440408,5.366847,3.540578,1.438106,4.374577,1.194527,3.560511,2.620147,2.360843,1.744478,1.612303,-0.166562,0.268872,1.161158,0.474965,2.844266,5.847398,7.172014,3.181924,9.207677,7.818631,4.686165,-0.001999,4.149017,6.323117,5.172051,2.343985,5.366178,3.756229,4.808059,2.937642,4.654036,6.120775,2.830861,9.923199,3.566725,4.504167,4.950070,7.764028,3.898248,6.036362,2.653100,5.360129,8.306850,3.496931,6.282158,9.560828,5.113864,3.844313,4.933651,4.334518,2.577856,7.847888,7.469248,12.438760,5.786378,1.424679,8.693969,4.459723,7.981427,10.680018,5.036987,2.688812,6.086216,4.614407,5.006667,4.797319,3.419473,3.967481,7.014953,3.110423,-0.294782,2.287907,0.931584,1.273277,1.939532,0.566675,-0.245194,1.460914,0.546482,-0.201470,-0.248048,-0.040680,0.636050,0.399715,-0.025724,0.854122,0.370794,0.451091,0.772818,2.522313,0.691004,0.238472,2.199438,-0.165361,0.111859,1.914023,1.295532,-0.111556,0.245717,0.747501,2.100296,0.562158,-0.209856,-0.115169,1.176648,-0.244895,-0.158287,-0.337001,0.313299,0.455021,0.146896,-0.268730,-0.355305,-0.389747,-0.242349,-0.210718,-0.173475,0.024524,0.025753,-0.277297,-0.241981,-0.091138,-0.185035,-0.137407,-0.175683,-0.149533,-0.193082,-0.205079,-0.332579,-0.351783,-0.374110,-0.379962,-0.371393,-0.361290,1,407
-0.161362,0.278019,1.840610,-0.179550,3.579608,3.837461,4.835566,4.484247,0.913084,1.882787,1.583029,4.492471,0.226014,-0.196981,-0.185009,3.401513,1.241588,4.606690,0.923297,4.246910,0.002478,1.406780,0.309483,0.920891,0.436957,1.366743,1.304868,6.255422,1.474830,2.926874,3.604403,4.400414,4.474702,2.522996,6.766939,5.297151,2.251634,2.677838,0.550839,2.120614,1.284593,2.330782,2.247601,3.361218,6.858362,1.160657,1.713476,0.454904,0.279346,2.301605,1.686798,3.713217,6.247704,1.848865,2.284728,1.416227,2.261520,1.595873,-0.184647,2.305647,2.411506,1.019681,6.400551,-0.274069,6.211570,5.180428,1.764760,-0.132489,1.372313,5.896757,0.508522,0.097627,0.220312,-0.289890,2.268918,6.734336,5.748359,0.961622,6.035759,3.523302,0.074080,2.289610,0.639861,4.950338,9.131210,7.503312,7.946841,2.875323,5.455152,8.712873,6.901786,5.742950,3.485690,5.277881,2.187449,2.963674,1.670385,3.580787,2.032181,4.150440,5.901802,6.270658,8.039131,4.860580,1.303481,2.899515,2.225915,5.842002,3.081778,5.372960,8.697183,3.586695,0.471529,4.345889,4.213355,3.023940,4.885367,6.323451,0.730160,5.637555,-0.374403,-0.373087,-0.260942,-0.361937,-0.311716,-0.301031,-0.379214,-0.360197,-0.218992,-0.029177,0.021296,0.294854,0.201829,-0.198217,-0.192436,-0.035019,-0.192919,0.574728,-0.101827,-0.035926,0.111859,2.011774,1.671043,-0.017880,-0.286640,-0.267112,-0.352204,-0.225951,-0.242724,-0.194623,-0.115181,-0.212658,-0.174460,-0.255567,-0.239654,-0.093065,0.958535,0.202814,0.163480,1.449383,-0.093295,-0.163124,-0.237065,0.136903,0.041798,1.095474,0.652866,-0.045793,-0.375339,-0.305444,-0.252724,-0.086776,-0.049479,0.580910,1.124334,0.987198,0.744022,-0.281864,-0.371393,-0.155073,1,467
4.715413,1.950253,1.453540,0.115573,1.625341,1.899820,1.976731,5.837088,1.261783,2.935683,2.512501,3.985697,1.569976,0.670664,1.136532,2.173873,0.331224,0.101962,0.505650,1.346166,2.004484,1.480472,2.061237,3.501180,1.797226,3.049974,0.409569,1.727364,1.736933,2.223876,0.708774,4.688678,6.089954,3.125664,2.388303,2.325020,0.187698,1.472375,1.838001,1.421578,2.581140,3.561398,7.750368,4.121868,3.251698,2.367498,0.160028,1.182448,-0.138429,2.689616,6.734880,3.736515,2.623649,2.040322,3.617198,0.883611,0.292361,0.115466,2.553132,2.455602,0.366524,3.752091,2.706897,1.163269,5.541173,7.663910,6.715786,1.593160,3.123534,5.933869,6.444253,1.177286,2.353665,0.693255,1.980352,3.902430,1.155110,-0.197763,4.620019,1.413775,1.937123,2.390719,4.089918,4.671605,3.195095,3.836063,0.880795,3.058027,5.285542,5.367567,11.640297,4.114507,2.541707,2.082188,4.113730,3.873624,0.500546,2.359270,8.351035,9.689137,7.032054,5.644109,2.606098,5.589194,5.458673,2.185613,0.604945,2.962135,9.963049,10.707742,1.152445,4.645367,2.642227,6.150974,2.958729,1.650072,1.156103,5.011801,7.460317,7.508095,0.386343,0.707639,0.400501,0.510538,-0.168683,-0.350812,-0.166069,0.065825,-0.020500,-0.121082,-0.292170,-0.248880,1.077376,0.261050,-0.303203,0.466736,0.530291,-0.097785,0.300492,-0.262437,-0.205565,0.447759,1.295532,1.106232,1.263459,1.075299,2.430440,1.239932,0.858358,0.250320,-0.360466,-0.341606,-0.028908,1.096230,0.947568,0.378898,0.422853,0.862975,-0.003870,-0.210717,-0.258910,-0.226583,-0.364247,0.120849,-0.102610,1.628432,0.159157,1.390114,-0.264328,-0.335996,-0.268133,-0.259358,0.796182,-0.057706,0.445545,1.362766,-0.106388,-0.167417,-0.147856,-0.059896,1,527
1.316937,2.725162,3.551206,5.130304,2.339226,2.637844,0.322804,0.503466,2.765827,1.001701,2.531582,-0.213057,0.201870,1.534755,2.090420,0.908701,0.034857,0.375223,-0.197241,1.264366,2.540883,0.563386,0.294352,2.296422,1.141523,3.200648,-0.202176,1.584305,2.690490,2.389120,1.417313,0.282097,-0.156638,5.826367,7.801452,1.106120,0.333700,2.041878,4.120665,3.489460,1.477608,0.350604,0.576299,1.468668,3.773788,1.982312,2.327947,2.425749,0.774211,0.567524,1.706057,0.303729,1.510492,2.619600,5.179054,5.024302,0.437936,2.367688,1.791365,1.599654,2.486014,4.839619,4.225567,0.835015,4.728648,4.371944,-0.035808,1.887960,4.952940,2.621440,2.231909,-0.296169,0.471214,2.780684,4.965983,0.689097,-0.213819,0.579419,-0.109033,3.430798,4.112756,0.082676,0.889286,3.076398,3.752550,3.168720,0.215169,5.298467,4.183788,7.058969,4.991892,1.625579,10.936356,3.642462,-0.284328,4.941170,1.225181,3.984369,3.719341,3.378344,2.658987,0.635401,1.294894,7.181000,4.237659,5.434068,0.399366,4.667819,4.995102,6.486861,4.284628,1.743300,7.658586,6.587452,1.016382,0.761389,2.291486,4.959587,1.935895,3.759706,-0.184217,-0.059833,0.180020,0.494959,0.498804,1.026451,-0.034903,1.146094,0.025306,0.568208,0.225049,-0.388697,0.078945,0.704480,0.408870,0.256323,-0.160776,0.457038,-0.262754,0.643607,-0.189693,-0.138746,0.607095,0.466113,0.151772,0.357265,-0.194993,-0.162902,0.200996,-0.242295,-0.327761,-0.132066,-0.368529,-0.206707,-0.255917,-0.199637,-0.307621,-0.048676,0.598590,-0.047962,0.883838,0.058982,0.971156,0.506147,-0.214928,-0.083494,0.190014,-0.166712,0.544463,-0.259616,-0.345174,-0.322115,-0.177126,-0.336078,-0.349135,-0.172164,-0.263871,-0.347263,0.554690,-0.250250,1,587
2.808979,-0.094381,0.954073,2.496858,1.152053,2.091486,1.085556,0.606820,1.276823,2.184144,2.885495,1.770238,1.474210,2.553684,5.462246,2.213050,2.053950,1.729182,3.215897,4.442017,2.915271,2.213553,2.370485,1.501857,0.991481,3.493507,2.512810,1.859900,1.372358,2.845362,2.549341,1.909121,3.697362,1.977444,2.689489,3.055215,4.370003,3.755504,2.271816,2.719022,4.293621,1.893936,0.324158,2.908250,1.780297,2.816152,3.294884,3.830828,4.310133,3.956340,4.601613,2.029444,2.748801,2.413224,3.075084,1.933211,1.819114,1.687528,4.272502,5.474742,2.966327,-0.155858,2.679292,4.473298,1.176575,5.775108,-0.239373,1.192851,4.615126,10.052343,7.055926,4.765215,4.096752,5.775101,1.716334,3.189102,0.968542,11.040176,7.888620,4.541380,5.101066,1.553059,0.794025,1.346093,6.745042,4.307360,7.050485,2.277054,5.927278,8.627782,6.785814,5.251275,5.412956,2.504569,4.240741,5.031865,3.756399,4.373390,4.914493,5.323449,5.325418,6.747100,11.276029,2.981930,11.800977,9.018700,3.457005,3.106924,2.745460,0.187642,2.253971,5.185213,3.883091,2.297484,5.246849,8.323360,8.313337,5.188977,3.844752,0.677508,-0.200066,0.237758,1.187933,0.541698,2.024488,0.130401,-0.084090,1.693836,1.170451,-0.289575,-0.198130,-0.342091,-0.274346,-0.198217,-0.208260,-0.293989,-0.385775,-0.282726,-0.214476,-0.133002,-0.046853,-0.285373,0.059475,-0.064718,-0.004804,0.123124,-0.069223,-0.162902,-0.292026,-0.305858,-0.229647,-0.067593,-0.142115,-0.108987,-0.272181,-0.306209,-0.047897,-0.032958,-0.020605,-0.226992,-0.258910,-0.274177,-0.380144,-0.344720,-0.359336,-0.325748,-0.303695,-0.030679,-0.343622,-0.244340,-0.283541,-0.024018,-0.272861,-0.090456,-0.067686,-0.253809,-0.200878,-0.330913,-0.243658,-0.250250,1,647
3.072540,2.726204,2.830110,1.120455,1.303912,0.896682,-0.192304,0.817983,4.788063,2.881943,4.671974,6.490795,1.448159,2.889571,2.120835,3.847906,0.837641,2.652037,1.807928,2.684337,2.544158,3.015656,2.968464,4.513243,4.716324,4.052256,3.245348,3.467838,4.342966,3.723813,4.812969,4.558398,4.010993,3.755128,2.518442,2.489939,1.302631,3.490009,3.585518,4.103860,4.067557,1.933258,3.156238,3.517239,0.716786,1.916841,2.859154,2.356874,1.402801,2.747178,3.178884,1.767734,-0.194808,3.416027,2.531126,-0.188317,3.535197,0.776636,2.876823,4.639820,3.275115,3.972102,1.128381,2.373442,4.698613,3.145357,1.748500,7.602142,6.199955,7.322512,4.631515,0.772686,5.163720,5.168778,5.378501,3.411385,4.194008,9.471676,11.997186,7.786827,7.217710,7.970217,9.290556,4.107579,5.878004,7.689632,7.273050,6.450858,6.479961,3.797701,4.953969,4.007624,4.797023,3.462004,4.094271,6.297521,6.897173,6.477955,7.092892,3.574685,4.054571,5.615084,5.000399,6.141854,9.703999,10.223341,6.663646,5.457276,2.990270,1.711320,4.777066,-0.136801,1.510638,4.232776,1.901557,0.016370,1.525748,1.219118,2.029390,3.218779,-0.279310,0.128119,0.258763,1.975052,0.308094,-0.334218,-0.362819,-0.314551,-0.081574,-0.136400,-0.229477,0.077360,0.432236,-0.087359,0.013274,-0.002648,-0.321490,-0.249101,-0.375404,-0.375692,-0.284921,-0.366832,-0.159573,-0.330134,-0.317955,-0.360768,-0.257877,-0.336286,-0.259158,-0.274077,-0.213295,-0.148185,-0.303839,-0.027553,-0.174601,0.013507,-0.193992,-0.221575,-0.154485,-0.210717,-0.126418,-0.178989,-0.125782,0.040578,-0.247018,-0.325748,-0.257410,-0.257401,-0.232611,-0.320720,-0.175683,-0.353494,-0.368596,-0.090456,-0.282912,-0.384441,-0.122137,-0.281864,-0.099955,-0.107484,1,707
